this line is not a valid log record at all
49.36.69.123 - - [04/Aug/2026:13:56:21 +0530] "GET /about HTTP/1.1" 404 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.157.15 - - [04/Aug/2026:13:56:58 +0530] "GET /blog/python-tips HTTP/1.1" 200 46291 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.217.65 - - [04/Aug/2026:13:57:46 +0530] "GET /about HTTP/1.1" 200 15269 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
103.21.58.9 - - [04/Aug/2026:13:58:14 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.54.182 - - [04/Aug/2026:13:58:48 +0530] "GET /about HTTP/1.1" 200 17564 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.196.127 - - [04/Aug/2026:13:59:32 +0530] "GET /index.html HTTP/1.1" 200 7233 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.26.141 - - [04/Aug/2026:14:00:09 +0530] "GET /static/js/app.js HTTP/1.1" 200 10348 "https://www.google.com/" "python-requests/2.31.0"
49.36.105.29 - - [04/Aug/2026:14:00:46 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 930708 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.4.64 - - [04/Aug/2026:14:00:53 +0530] "GET /static/js/app.js HTTP/1.1" 200 45311 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.26.141 - - [04/Aug/2026:14:01:17 +0530] "GET /static/img/hero.png HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.36.37 - - [04/Aug/2026:14:02:02 +0530] "GET /about HTTP/1.1" 200 20256 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.110.194 - - [04/Aug/2026:14:02:03 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2364585 "-" "python-requests/2.31.0"
49.36.105.29 - - [04/Aug/2026:14:02:47 +0530] "GET /about HTTP/1.1" 200 17576 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.142.196 - - [04/Aug/2026:14:03:22 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1932422 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
185.220.101.44 - - [04/Aug/2026:14:03:29 +0530] "GET /admin/panel57 HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.138.9 - - [04/Aug/2026:14:03:54 +0530] "GET /products/42 HTTP/1.1" 200 7614 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.108.114 - - [04/Aug/2026:14:04:37 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 34699 "-" "python-requests/2.31.0"
49.36.244.174 - - [04/Aug/2026:14:05:24 +0530] "POST /api/v1/items HTTP/1.1" 200 297 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.149.248 - - [04/Aug/2026:14:05:48 +0530] "GET /contact HTTP/1.1" 200 19612 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.138.9 - - [04/Aug/2026:14:06:27 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1414008 "-" "python-requests/2.31.0"
49.36.158.76 - - [04/Aug/2026:14:06:32 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 11191 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.143.119 - - [04/Aug/2026:14:06:34 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2149333 "-" "python-requests/2.31.0"
49.36.137.191 - - [04/Aug/2026:14:06:37 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2488957 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.128.156 - - [04/Aug/2026:14:07:19 +0530] "GET /products HTTP/1.1" 200 26883 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.242.185 - - [04/Aug/2026:14:07:49 +0530] "GET /static/js/app.js HTTP/1.1" 200 37768 "-" "python-requests/2.31.0"
185.220.101.44 - - [04/Aug/2026:14:08:21 +0530] "GET /phpmyadmin/index.php HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.159.79 - - [04/Aug/2026:14:08:25 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1817006 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.127.169 - - [04/Aug/2026:14:08:58 +0530] "GET /static/js/app.js HTTP/1.1" 200 20778 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.7.168 - - [04/Aug/2026:14:09:02 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1778071 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.70.232 - - [04/Aug/2026:14:09:14 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2360860 "-" "python-requests/2.31.0"
49.36.85.44 - - [04/Aug/2026:14:09:46 +0530] "GET /static/img/hero.png HTTP/1.1" 200 33228 "https://www.google.com/" "python-requests/2.31.0"
49.36.26.141 - - [04/Aug/2026:14:10:10 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 946025 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.95.151 - - [04/Aug/2026:14:10:26 +0530] "GET /blog/python-tips HTTP/1.1" 200 2048 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.128.156 - - [04/Aug/2026:14:10:58 +0530] "GET /about HTTP/1.1" 200 42413 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.142.196 - - [04/Aug/2026:14:11:17 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2122651 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.4.64 - - [04/Aug/2026:14:11:39 +0530] "GET /favicon.ico HTTP/1.1" 200 19318 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.240.65 - - [04/Aug/2026:14:12:22 +0530] "GET /products/42 HTTP/1.1" 304 0 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.100.122 - - [04/Aug/2026:14:13:00 +0530] "GET /index.html HTTP/1.1" 200 29040 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.153.230 - - [04/Aug/2026:14:13:34 +0530] "GET /products HTTP/1.1" 200 38058 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.196.127 - - [04/Aug/2026:14:14:13 +0530] "GET /contact HTTP/1.1" 200 23283 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.143.119 - - [04/Aug/2026:14:14:48 +0530] "GET /static/js/app.js HTTP/1.1" 200 14833 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.143.119 - - [04/Aug/2026:14:15:39 +0530] "GET /contact HTTP/1.1" 200 19976 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.54.182 - - [04/Aug/2026:14:16:10 +0530] "GET /favicon.ico HTTP/1.1" 200 25871 "-" "python-requests/2.31.0"
49.36.170.91 - - [04/Aug/2026:14:16:39 +0530] "GET /blog/python-tips HTTP/1.1" 200 7550 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.54.182 - - [04/Aug/2026:14:16:41 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1089223 "-" "python-requests/2.31.0"
49.36.159.79 - - [04/Aug/2026:14:17:33 +0530] "GET /contact HTTP/1.1" 200 32891 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.10.205 - - [04/Aug/2026:14:17:56 +0530] "GET / HTTP/1.1" 200 269 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.69.123 - - [04/Aug/2026:14:18:04 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1581156 "-" "python-requests/2.31.0"
49.36.244.174 - - [04/Aug/2026:14:18:16 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1482201 "-" "python-requests/2.31.0"
185.220.101.44 - - [04/Aug/2026:14:18:46 +0530] "GET /admin/panel11 HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.151.151 - - [04/Aug/2026:14:19:23 +0530] "GET /static/img/hero.png HTTP/1.1" 200 43196 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.110.194 - - [04/Aug/2026:14:20:05 +0530] "GET /static/js/app.js HTTP/1.1" 200 8397 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.19.58 - - [04/Aug/2026:14:20:29 +0530] "GET /products/42 HTTP/1.1" 200 11496 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.19.58 - - [04/Aug/2026:14:21:25 +0530] "GET /favicon.ico HTTP/1.1" 200 23888 "https://www.google.com/" "python-requests/2.31.0"
49.36.170.91 - - [04/Aug/2026:14:21:55 +0530] "POST /api/v1/items HTTP/1.1" 200 96 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.217.65 - - [04/Aug/2026:14:22:18 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1974130 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.184.82 - - [04/Aug/2026:14:22:29 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1922119 "-" "python-requests/2.31.0"
49.36.228.234 - - [04/Aug/2026:14:22:43 +0530] "GET /api/v1/items HTTP/1.1" 200 26507 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.160.79 - - [04/Aug/2026:14:23:16 +0530] "GET /favicon.ico HTTP/1.1" 404 0 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.95.151 - - [04/Aug/2026:14:23:56 +0530] "GET /static/css/main.css HTTP/1.1" 200 44443 "-" "python-requests/2.31.0"
49.36.151.151 - - [04/Aug/2026:14:24:33 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1102788 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.52.114 - - [04/Aug/2026:14:24:33 +0530] "GET /products/42 HTTP/1.1" 404 0 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.196.127 - - [04/Aug/2026:14:25:12 +0530] "GET / HTTP/1.1" 200 28766 "https://www.google.com/" "python-requests/2.31.0"
49.36.160.79 - - [04/Aug/2026:14:25:24 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2077497 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.120.219 - - [04/Aug/2026:14:25:41 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 1158 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.110.194 - - [04/Aug/2026:14:26:23 +0530] "GET /blog/python-tips HTTP/1.1" 200 39527 "-" "python-requests/2.31.0"
103.21.58.9 - - [04/Aug/2026:14:27:11 +0530] "GET /api/v1/legacy HTTP/1.1" 404 0 "-" "python-requests/2.31.0"
49.36.155.71 - - [04/Aug/2026:14:27:49 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 36401 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.151.151 - - [04/Aug/2026:14:28:22 +0530] "GET /api/v1/items HTTP/1.1" 200 11578 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.217.65 - - [04/Aug/2026:14:28:53 +0530] "GET /static/js/app.js HTTP/1.1" 200 45463 "https://www.google.com/" "python-requests/2.31.0"
49.36.54.182 - - [04/Aug/2026:14:29:33 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 33664 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.10.205 - - [04/Aug/2026:14:30:10 +0530] "GET /static/img/hero.png HTTP/1.1" 200 39059 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.140.165 - - [04/Aug/2026:14:30:44 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 37260 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.155.159 - - [04/Aug/2026:14:31:23 +0530] "GET /contact HTTP/1.1" 200 35010 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.214.13 - - [04/Aug/2026:14:31:52 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1839737 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.138.9 - - [04/Aug/2026:14:32:14 +0530] "GET /products/42 HTTP/1.1" 200 28420 "-" "python-requests/2.31.0"
49.36.100.122 - - [04/Aug/2026:14:32:39 +0530] "GET /about HTTP/1.1" 200 14750 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.217.65 - - [04/Aug/2026:14:33:05 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1399035 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.69.123 - - [04/Aug/2026:14:33:16 +0530] "GET /static/img/hero.png HTTP/1.1" 200 15748 "https://www.google.com/" "python-requests/2.31.0"
49.36.118.127 - - [04/Aug/2026:14:34:32 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1634359 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.7.168 - - [04/Aug/2026:14:34:34 +0530] "GET /static/img/hero.png HTTP/1.1" 200 42248 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.143.119 - - [04/Aug/2026:14:35:19 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1780789 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.10.205 - - [04/Aug/2026:14:35:29 +0530] "GET /api/v1/items HTTP/1.1" 200 15198 "-" "python-requests/2.31.0"
49.36.153.230 - - [04/Aug/2026:14:36:01 +0530] "GET /api/v1/items HTTP/1.1" 200 12208 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.161.109 - - [04/Aug/2026:14:36:37 +0530] "GET /api/v1/items/7 HTTP/1.1" 200 34951 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.95.151 - - [04/Aug/2026:14:37:25 +0530] "GET / HTTP/1.1" 200 15335 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.7.168 - - [04/Aug/2026:14:37:55 +0530] "GET /static/img/hero.png HTTP/1.1" 200 6960 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.63.132 - - [04/Aug/2026:14:38:07 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1160413 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.151.122 - - [04/Aug/2026:14:38:08 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1150901 "-" "python-requests/2.31.0"
49.36.85.44 - - [04/Aug/2026:14:38:21 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1936186 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.52.114 - - [04/Aug/2026:14:38:25 +0530] "GET /index.html HTTP/1.1" 200 28185 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.214.13 - - [04/Aug/2026:14:39:09 +0530] "POST /api/v1/items HTTP/1.1" 201 825 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.10.205 - - [04/Aug/2026:14:39:10 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1778239 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.52.114 - - [04/Aug/2026:14:40:36 +0530] "GET /contact HTTP/1.1" 200 6435 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
185.220.101.44 - - [04/Aug/2026:14:41:16 +0530] "GET /admin/panel4 HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.157.15 - - [04/Aug/2026:14:41:44 +0530] "GET /contact HTTP/1.1" 200 16064 "-" "python-requests/2.31.0"
49.36.69.123 - - [04/Aug/2026:14:42:29 +0530] "GET /products HTTP/1.1" 200 21680 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.110.194 - - [04/Aug/2026:14:43:11 +0530] "GET /index.html HTTP/1.1" 200 9698 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.7.168 - - [04/Aug/2026:14:43:49 +0530] "GET /contact HTTP/1.1" 200 12181 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
185.220.101.44 - - [04/Aug/2026:14:44:12 +0530] "GET /../../etc/passwd HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.142.196 - - [04/Aug/2026:14:44:26 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2496933 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.236.152 - - [04/Aug/2026:14:44:54 +0530] "GET /static/img/hero.png HTTP/1.1" 200 9512 "https://news.ycombinator.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.153.230 - - [04/Aug/2026:14:45:32 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1935891 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.151.151 - - [04/Aug/2026:14:45:35 +0530] "GET /static/css/main.css HTTP/1.1" 200 2484 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.31.70 - - [04/Aug/2026:14:46:13 +0530] "GET /static/js/app.js HTTP/1.1" 200 23004 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.19.58 - - [04/Aug/2026:14:46:25 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1206875 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.127.38 - - [04/Aug/2026:14:46:43 +0530] "GET /api/v1/items HTTP/1.1" 200 11369 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.10.205 - - [04/Aug/2026:14:47:24 +0530] "POST /api/v1/items HTTP/1.1" 200 878 "-" "python-requests/2.31.0"
49.36.36.37 - - [04/Aug/2026:14:47:44 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2293104 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.158.76 - - [04/Aug/2026:14:48:10 +0530] "GET /products HTTP/1.1" 200 27152 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.231.9 - - [04/Aug/2026:14:49:21 +0530] "GET /index.html HTTP/1.1" 200 24893 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.228.234 - - [04/Aug/2026:14:49:58 +0530] "POST /api/v1/items HTTP/1.1" 201 381 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.244.174 - - [04/Aug/2026:14:50:36 +0530] "GET /static/css/main.css HTTP/1.1" 200 10303 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.196.127 - - [04/Aug/2026:14:51:23 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1755449 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.137.191 - - [04/Aug/2026:14:51:24 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2190080 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.155.159 - - [04/Aug/2026:14:51:25 +0530] "GET /static/css/main.css HTTP/1.1" 200 34555 "https://www.google.com/" "python-requests/2.31.0"
49.36.231.9 - - [04/Aug/2026:14:51:48 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1000540 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.137.191 - - [04/Aug/2026:14:51:57 +0530] "GET /blog/python-tips HTTP/1.1" 200 16016 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.157.15 - - [04/Aug/2026:14:52:09 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 952670 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.217.65 - - [04/Aug/2026:14:52:20 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 981654 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.26.141 - - [04/Aug/2026:14:52:37 +0530] "POST /api/v1/items HTTP/1.1" 400 867 "-" "python-requests/2.31.0"
49.36.170.91 - - [04/Aug/2026:14:53:09 +0530] "GET /api/v1/items HTTP/1.1" 200 28389 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.69.123 - - [04/Aug/2026:14:53:45 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2486007 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.244.174 - - [04/Aug/2026:14:54:05 +0530] "GET /static/css/main.css HTTP/1.1" 200 14687 "https://news.ycombinator.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
185.220.101.44 - - [04/Aug/2026:14:54:29 +0530] "GET /admin/config.bak HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.68.243 - - [04/Aug/2026:14:54:46 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2415714 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.84.19 - - [04/Aug/2026:14:55:13 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1826495 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.143.119 - - [04/Aug/2026:14:55:14 +0530] "GET /static/css/main.css HTTP/1.1" 200 34946 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.155.71 - - [04/Aug/2026:14:55:19 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 997113 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.110.16 - - [04/Aug/2026:14:55:49 +0530] "GET /blog/python-tips HTTP/1.1" 200 7376 "https://news.ycombinator.com/" "python-requests/2.31.0"
49.36.214.13 - - [04/Aug/2026:14:55:56 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1510106 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.151.122 - - [04/Aug/2026:14:56:05 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2369885 "-" "python-requests/2.31.0"
49.36.4.64 - - [04/Aug/2026:14:56:22 +0530] "GET /api/v1/items HTTP/1.1" 200 25592 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.118.127 - - [04/Aug/2026:14:56:59 +0530] "GET / HTTP/1.1" 200 29793 "https://news.ycombinator.com/" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.120.219 - - [04/Aug/2026:14:57:06 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1404985 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.161.109 - - [04/Aug/2026:14:57:40 +0530] "POST /api/v1/items HTTP/1.1" 201 540 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.10.205 - - [04/Aug/2026:14:58:22 +0530] "POST /api/v1/items HTTP/1.1" 500 614 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.170.91 - - [04/Aug/2026:14:58:57 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1651190 "-" "Mozilla/5.0 (Linux; Android 13) Chrome/125.0 Mobile Safari/537.36"
49.36.95.151 - - [04/Aug/2026:14:59:05 +0530] "GET /contact HTTP/1.1" 200 3324 "-" "python-requests/2.31.0"
49.36.244.174 - - [04/Aug/2026:14:59:21 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 1031514 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/126.0 Safari/537.36"
49.36.236.152 - - [04/Aug/2026:14:59:29 +0530] "GET /downloads/report.pdf HTTP/1.1" 200 2150993 "-" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.31.70 - - [04/Aug/2026:14:59:33 +0530] "POST /api/v1/items HTTP/1.1" 400 322 "-" "python-requests/2.31.0"
49.36.157.15 - - [04/Aug/2026:15:00:15 +0530] "GET /static/img/hero.png HTTP/1.1" 200 43865 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.52.114 - - [04/Aug/2026:15:00:49 +0530] "GET / HTTP/1.1" 200 37477 "https://news.ycombinator.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
185.220.101.44 - - [04/Aug/2026:15:01:44 +0530] "GET /admin/panel42 HTTP/1.1" 404 0 "-" "curl/8.4.0"
49.36.159.79 - - [04/Aug/2026:15:02:15 +0530] "GET /index.html HTTP/1.1" 200 34578 "https://www.google.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15"
49.36.85.44 - - [04/Aug/2026:15:02:48 +0530] "GET /static/img/hero.png HTTP/1.1" 200 38303 "https://www.google.com/" "Googlebot/2.1 (+http://www.google.com/bot.html)"
49.36.143.119 - - [04/Aug/2026:15:03:22 +0530] "GET /index.html HTTP/1.1" 200 28528 "https://news.ycombinator.com/" "python-requests/2.31.0"
